"Preprint Server","Preprint DOI","Latest Version","Date of Latest Version","Title","Byline","Publication DOI","Status","Assessors"
"medRxiv","10.1101/2020.07.30.20165027","1","01/08/2020","High rate of major drug-drug interactions of lopinavir-ritonavir for COVID-19 treatment","Macias, J.; Pinilla, A.; Lao-Dominguez, F. A.; Corma, A.; Contreras-Macias, E.; Gonzalez-Serna, A.; Gutierrez-Pizarraya, A.; Fernandez-Fuertes, M.; Morillo-Verdugo, R.; Trigo, M.; Real, L. M.; Pineda, J. A.","10.1038/s41598-020-78029-3","publishaheadofprint","CRESS, medRxiv"
"medRxiv","10.1101/2020.07.31.20165936","2","31/07/2020","High effectiveness of multimodal infection control interventions in preventing SARS-CoV-2 infections in healthcare professionals: a prospective longitudinal seroconversion study","Brehm, T. T.; Schwinge, D.; Lampalzer, S.; Schlicker, V.; Kuechen, J.; Thompson, M.; Ullrich, F.; Huber, S.; Schmiedel, S.; Addo, M. M.; Luetgehetmann, M.; Knobloch, J. K.; Schulze zur Wiesch, J.; Lohse, A. W.","10.1016/j.ijheh.2020.113671","publishaheadofprint","CRESS, medRxiv"
"SSRN Electronic Journal","10.2139/ssrn.3658226","1","31/07/2020","Anti-C5a Antibody (IFX-1) Treatment of Severe COVID-19: An Exploratory Phase 2 Randomized Controlled Trial","Vlaar, Alexander P. J.; de Bruin, Sanne; Busch, Matthias; Timmermans, Sjoerd; van Zeggeren, Ingeborg E.; Koning, Rutger; ter Horst, Liora; Bulle, Esther B.; van Baarle, Frank E.H.P.; van de Poll, Marcel C.G.; Kemper, E. Marleen; van der Horst, Iwan C.C.; Schultz, Marcus J.; Horn, Janneke; Paulus, Frederique; Bos, Lieuwe D.; Wiersinga, W. Joost; Witzenrath, Martin; Rueckinger, Simon; Pilz, Korinna; Brouwer, Matthijs C.; Guo, Ren-Feng; Heunks, Leo; van Paassen, Pieter; Riedemann, Niels. C.; van de Beek, Diederik","10.1016/s2665-9913(20)30341-6","initial deposit","CRESS"
"SSRN Electronic Journal","10.2139/ssrn.3624275","1","31/07/2020","A Comparative Study of Hydroxychloroquine and Add on Lopinavir-Ritonavir Therapy in Symptomatic COVID-19 Patients","Bhandari, Sudhir; Chejara, Radheyshyam; Rankawat, Govind; Singh, Ajeet; Gupta, Vishal; Dube, Amitabh; Sharma, Shrikant","-","initial deposit","-"
"medRxiv","10.1101/2020.07.24.20153833","1","30/07/2020","Use of a humanized anti-CD6 monoclonal antibody (itolizumab) in elderly patients with moderate COVID-19","Ramos-Suzarte, M.; Diaz, Y.; Martin, Y.; Calderon, N. A.; Santiago, W.; Vinet, O.; La O, Y.; Perez, J.; Oyarzabal, A.; Perez, Y.; Lorenzo, G.; Cepeda, M.; Saavedra, D.; Mazorra, Z.; Estevez, D.; Lorenzo-Luaces, P.; Valenzuela, C.; Caballero, A.; leon, K.; Crombet, T.; Hidalgo, C. J.","10.1159/000512210","publishaheadofprint","CRESS, crossref, medRxiv"
"medRxiv","10.1101/2020.07.29.20164277","1","30/07/2020","Corticosteroid Use in Severely Hypoxemic COVID-19 Patients: An Observational Cohort Analysis of Dosing Patterns and Outcomes in the Early Phase of the Pandemic","Rahman, O.; Trigonis, R. A.; Craft, M. K.; Kruer, R. M.; Miller, E. M.; Terry, C. L.; Persaud, S. A.; Kapoor, R.","-","publishaheadofprint","-"
"medRxiv","10.1101/2020.07.29.20164160","1","30/07/2020","Tocilizumab shortens time on mechanical ventilation and length of hospital stay in patients with severe COVID-19: a retrospective cohort study.","Eimer, J.; Vesterbacka, J.; Svensson, A.-K.; Stojanovic, B.; Wagrell, C.; Sonnerborg, A.; Nowak, P.","10.1111/joim.13162","publishaheadofprint","CRESS, crossref, medRxiv"
"medRxiv","10.1101/2020.07.28.20160630","1","30/07/2020","Nicotine-replacement therapy, as a surrogate of smoking, and the risk of hospitalization with Covid-19 and all-cause mortality: a nationwide, observational cohort study in France","Zureik, M.; Baricault, B.; Vabre, C.; SEMENZATO, L.; Drouin, J.; cuenot, F.; penso, L.; Herlemont, P.; Sbidian, E.; Weill, A.; Molimard, M.; Dray-Spira, R.; Botton, J.","-","publishaheadofprint","-"
"medRxiv","10.1101/2020.07.21.20151423","1","29/07/2020","Resveratrol and Copper for treatment of severe COVID-19: an observational study (RESCU 002)","Mittra, I.; de Souza, R.; Bhadade, R.; Madke, T.; Shankpal, P. D.; Joshi, M.; Qayyumi, B.; Bhattacharya, A.; Gota, V.; Gupta, S.; Chaturvedi, P.; Badwe, R.","-","publishaheadofprint","-"
"medRxiv","10.1101/2020.07.28.20163394","1","29/07/2020","Global Determinants of Covid-19 Deaths: Lockdown Dates and Social Distancing Measures Mattered","HOOPER, V. J.","-","publishaheadofprint","-"
"medRxiv","10.1101/2020.07.26.20159756","1","29/07/2020","Efficacy and tolerability of bevacizumab in patients with severe Covid -19","Pang, J.; Xu, F.; Aondio, G.; Li, Y.; Fumagalli, A.; Lu, M.; Valmadre, G.; Wei, J.; Bian, Y.; Canesi, M.; Damiani, G.; Zhang, Y.; Yu, D.; Chen, J.; Ji, X.; Sui, W.; Wang, B.; Wu, S.; Kovacs, A.; Revera, M.; Wang, H.; Zhang, Y.; Chen, Y.; Cao, Y.","10.1038/s41467-021-21085-8","publishaheadofprint","CRESS, medRxiv"
"medRxiv","10.1101/2020.07.23.20160796","1","29/07/2020","PLEXIT - Therapeutic plasma exchange (TPE) for Covid-19 cytokine release storm (CRS), a retrospective propensity matched control study","kamran, s. m.; Mirza, Z. -e. H.; Naseem, A.; Liaqat, J.; Fazal, I.; Alamgir, W.; Saeed, F.; Azam, R.; Hussain, M.; Yousaf, M. A.; Ashraf, N.; Nisar, S.; Ali, M. Z.; Saleem, S.; Sajjad, K.; Zaman, A.; Azam, M. N.; Hussain, M.; iftikhar, r.","10.1371/journal.pone.0244853","publishaheadofprint","CRESS, crossref, medRxiv"
"medRxiv","10.1101/2020.07.22.20154542","1","28/07/2020","Prophylaxis with tetracyclines in ARDS: Potential therapy for COVID-19-induced ARDS?","Byrne, J. D.; Shakur, R.; Collins, J.; Becker, S. L.; Young, C. C.; Boyce, H.; Traverso, C.","-","publishaheadofprint","-"
"medRxiv","10.1101/2020.07.27.20161976","2","28/07/2020","Exploratory analysis of immunization records highlights decreased SARS-CoV-2 rates in individuals with recent non-COVID-19 vaccinations","Pawlowski, C.; Puranik, A.; Bandi, H.; Venkatakrishnan, A.; Agarwal, V.; Kennedy, R.; O'Horo, J. C.; Gores, G. J.; Williams, A. W.; Halamka, J.; Badley, A. D.; Soundararajan, V.","10.1038/s41598-021-83641-y","publishaheadofprint","CRESS, medRxiv"
"medRxiv","10.1101/2020.07.23.20153932","1","27/07/2020","Safety and Efficacy Concerns of Lopinavir/Ritonavir in COVID-19 Affected Patients: A Retrospective Series","Lepage, M.-A.; Rozza, N.; Kremer, R.; Grunbaum, A.","10.1080/15563650.2020.1842882","publishaheadofprint","CRESS, crossref, medRxiv"
"medRxiv","10.1101/2020.07.20.20147769","1","26/07/2020","Clinical Outcomes With the Use of Prophylactic Versus Therapeutic Anticoagulation in COVID-19","Motta, J. K.; Ogunnaike, R. O.; Shah, R.; Stroever, S.; Cedeno, H. V.; Thapa, S. K.; Chronakos, J. J.; Jimenez, E. J.; Petrini, J.; Hegde, A.","10.1097/cce.0000000000000309","publishaheadofprint","CRESS, medRxiv"
"medRxiv","10.1101/2020.07.20.20157651","1","26/07/2020","A Cluster-Randomized Trial of Hydroxychloroquine as Prevention of Covid-19 Transmission and Disease","Mitja, O.; Ubals, M.; Corbacho, M.; Alemany, A.; Suner, C.; Tebe, C.; Tobias, A.; Penafiel, J.; Ballana, E.; Perez, C. A.; Admella, P.; Riera-Marti, N.; Laporte, P.; Mitja, J.; Clua, M.; Bertran, L.; Gavilan, S.; Ara, J.; Sarquella, M.; Argimon, J. M.; Cuatrecasas, G.; Canadas, P.; Elizalde-Torrent, A.; Fabregat, R.; Farre, M.; Forcada, A.; Flores-Mateo, G.; Lopez, C.; Muntada, E.; Nadal, N.; Narejos, S.; Gil-Ortega, A. N.; Prat, N.; Puig, J.; Quinones, C.; Ramirez-Viaplana, F.; Reyes-Uruena, J.; Riveira-Munoz, E.; Ruiz, L.; Sanz, S.; Sentis, A.; Sierra, A.; Velasco, C.; Vivanco-Hidalgo, R. M.","10.1056/nejmoa2021801","publishaheadofprint","CRESS, medRxiv"
"medRxiv","10.1101/2020.07.20.20157503","1","26/07/2020","COVIDOSE: Low-dose tocilizumab in the treatment of Covid-19","Strohbehn, G. W.; Heiss, B. L.; Rouhani, S. J.; Trujillo, J. A.; Yu, J.; Kacew, A. J.; Higgs, E. F.; Bloodworth, J. C.; Cabanov, A.; Wright, R. C.; Koziol, A.; Weiss, A.; Danahey, K.; Karrison, T. G.; Edens, C. C.; Ventura, I. B.; Pettit, N. N.; Patel, B.; Pisano, J.; Strek, M. E.; Gajewski, T. F.; Ratain, M. J.; Reid, P. D.","10.1002/cpt.2117, 10.1158/1557-3265.covid-19-s05-02","publishaheadofprint","CRESS"
"medRxiv","10.1101/2020.07.20.20156398","3","26/07/2020","Clinical and laboratory evaluation of patients with SARS-CoV-2 pneumonia treated with high-titer convalescent plasma: a prospective study","Donato, M.; Park, S.; Baker, M.; Korngold, R.; Morawski, A.; Geng, X.; Tan, M. T.; Rowley, S.; Chow, K.; Brown, E.; Zenreich, J.; McKiernan, P.; Buttner, K.; Ullrich, A.; Long, L.; Kemp, M.; Vendivil, M.; Ricourt, A.; Feinman, R.; Suh, H.; Bindu, B.; Cicogna, C.; Sebti, R.; Al-Khan, A.; Sperber, S.; Desai, S.; Fanning, S.; Arad, D.; Go, R.; Tam, E.; Rose, K.; Sadikot, S.; Siegel, D. S.; Gutierrez, M.; Ip, A.; Goldberg, S.; Feldman, T.; Goy, A.; Pecora, A.; Biran, N.; Leslie, L.; Gillio, A.; Timmapuri, S.; Boonstra, M.; Singer, S.; Kaur, S.; Richards, E.; Perlin, D.","10.1172/jci.insight.143196","publishaheadofprint","CRESS, medRxiv"
"medRxiv","10.1101/2020.07.20.20157891","1","25/07/2020","Intravenous Immunoglobulin (IVIG) Significantly Reduces Respiratory Morbidity in COVID-19 Pneumonia: A Prospective Randomized Trial","Sakoulas, G.; Geriak, M.; Kullar, R.; Greenwood, K.; Habib, M.; Vyas, A.; Ghafourian, M.; Dintyala, V. N. K.; Haddad, F.","10.1093/ofid/ofaa439.381, 10.1097/cce.0000000000000280","publishaheadofprint","CRESS"
"SSRN Electronic Journal","10.2139/ssrn.3646583","1","25/07/2020","Famotidine with Celecoxib Adjuvant Therapy on Hospitalized COVID-19 Patients: A Case Series","Tomera, Kevin; kittah, Joseph","-","initial deposit","-"
"medRxiv","10.1101/2020.07.22.20160002","1","24/07/2020","Remdesivir for COVID-19: match-population analysis with compassionate use of Remdesivir for severe COVID-19","Vasylyeva, O.; Chen, T.; Hanna, J.","10.36013/jrdod.v1i.24","publishaheadofprint","CRESS, medRxiv"
"medRxiv","10.1101/2020.07.16.20152868","2","23/07/2020","SECOND WEEK METHYL-PREDNISOLONE PULSES IMPROVE PROGNOSIS IN PATIENTS WITH SEVERE CORONAVIRUS DISEASE 2019 PNEUMONIA: AN OBSERVATIONAL COMPARATIVE STUDY USING ROUTINE CARE DATA.","Ruiz-Irastorza, G.; Pijoan, J.-I.; Bereciartua, E.; Dunder, S.; Dominguez, J.; Garcia-Escudero, P.; Rodrigo, A.; Gomez-Carballo, C.; Varona, J.; Guio, L.; Ibarrola, M.; Ugarte, A.; Martinez-Berriotxoa, A.","10.1371/journal.pone.0239401","publishaheadofprint","CRESS, crossref, medRxiv"
"medRxiv","10.1101/2020.07.16.20155531","3","23/07/2020","Safety of Hydroxychloroquine among Outpatient Clinical Trial Participants for COVID-19","LOFGREN, S. M.; Nicol, M. R.; Bangdiwala, A. S.; Pastick, K. A.; Okafor, E. C.; Skipper, C. P.; Pullen, M. F.; Engen, N. W.; Abassi, M.; Williams, D. A.; Nascene, A. A.; Axelrod, M. L.; Lother, S. A.; MacKenzie, L. J.; Drobot, G.; Marten, N.; Cheng, M. P.; Zarychanshi, R.; Schwartz, I. S.; Silverman, M.; Chagla, Z.; Kelly, L. E.; McDonald, E. G.; Lee, T. C.; Hullsiek, K. H.; Boulware, D. R.; Rajasingham, R.","10.1093/ofid/ofaa500","publishaheadofprint","CRESS, crossref, medRxiv"
"medRxiv","10.1101/2020.07.17.20155960","1","21/07/2020","Observational Study of the Efficiency of Treatments in Patients Hospitalized with Covid-19 in Madrid","Bernaola, N.; Mena, R.; Bernaola, A.; Lara, A.; Carballo, C.; Larranaga, P.; Bielza, C.","-","publishaheadofprint","-"
"medRxiv","10.1101/2020.07.18.20157008","1","21/07/2020","Adjunctive Corticosteroids for COVID-19: A Retrospective Cohort Study","Ooi, S. T.; Parthasarathy, P.; Lin, Y.; Nallakaruppan, V.; Ng, S.; Tan, T. C.; Low, S.; Tang, T.","10.1093/ofid/ofaa486","publishaheadofprint","CRESS"
"medRxiv","10.1101/2020.07.14.20144469","1","20/07/2020","Initial experience in Mexico with convalescent plasma in COVID-19 patients with severe respiratory failure, a retrospective case series","Martinez-Resendez, M. F.; Castilleja-Leal, F.; Torres-Quintanilla, A.; Rojas-Martinez, A.; Garcia-Rivas, G.; Ortiz-Lopez, R.; Trevino, V.; Lara-Medrano, R.; Villanueva-Lozano, H.; Ramirez-Elizondo, T.; Sanchez-Nava, V.; Moreno-Hoyos, F.; Martinez-Thomae, A.; Hernandez-Torre, M.; Diaz-Olachea, C.; Cardona-Huerta, S.; de la Rosa-Pacheco, S.; Diaz-Garza, C.; Reynoso-Lobo, P.; Marroquin-Escamilla, A. R.; Herrera-Gamboa, J. G.; Alvarado-Monroy, F. M.; Aguayo-Millan, C. D.; Villegas-Macedo, F. F.; Flores-Osorio, J. E.; Davila-Gonzalez, D.; Diaz-Sanchez, M. E.; Torre-Amione, G.","-","publishaheadofprint","-"
"medRxiv","10.1101/2020.07.17.20156521","1","19/07/2020","COVID-19 Case Series at UnityPoint Health St. Lukes Hospital in Cedar Rapids, IA","McGrail, D. E.; Edwards, D.","-","publishaheadofprint","-"
"medRxiv","10.1101/2020.07.16.20155515","2","18/07/2020","Are countries precautionary actions against COVID-19 effective? An assessment study of 175 countries worldwide","Alshammari, T. M.; Alenzi, K.; Alnofal, F.; Fradees, G.; Altebainawi, A.","10.1016/j.jsps.2021.03.011","publishaheadofprint","CRESS, crossref, medRxiv"
"medRxiv","10.1101/2020.07.17.20155994","1","18/07/2020","Effect of corticosteroid treatment on 1376 hospitalized COVID-19 patients. A cohort study.","Albani, F.; Fusina, F.; Granato, E.; Capotosto, C.; Ceracchi, C.; Gargaruti, R.; Santangelo, G.; Schiavone, L.; Taranto, M. S.; Tosati, C.; Vavassori, E.; Natalini, G.","10.1038/s41598-020-80654-x","publishaheadofprint","CRESS, medRxiv"
"medRxiv","10.1101/2020.07.17.20156315","1","17/07/2020","HIGH VERSUS STANDARD DOSES OF CORTICOSTEROIDS IN COVID-19 PATIENTS WITH AN ACUTE RESPIRATORY DISTRESS SYNDROME: a controlled observational comparative study.","Monreal, E.; Sainz de la Maza, S.; Natera-Villalba, E.; Beltran-Corbellini, A.; Rodriguez-Jorge, F.; Fernandez-Velasco, J. I.; Walo-Delgado, P.; Muriel, A.; Zamora, J.; Alonso-Canovas, A.; Fortun, J.; Manzano, L.; Montero-Errasquin, B.; Costa-Frossard, L.; Masjuan, J.; Villar, L. M.","10.1007/s10096-020-04078-1","publishaheadofprint","CRESS"
"SSRN Electronic Journal","10.2139/ssrn.3615997","1","17/07/2020","Hydroxychloroquine Alone or in Combination with Cobicistat-Boosted Darunavir for Treatment of Mild COVID-19: A Cluster-Randomized Clinical Trial","Mitjà, Oriol; Corbacho, Marc; G-Beiras, Camila; Tebé, Cristian; Tobias, Aurelio; Ballana, Ester; Mitjà, Jordi; Clua, Mireia; Bertran, Laia; Sarquella, Maria; Gavilán, Sergi; Ubals, Maria; Alemany, Andrea; Riera-Martí, Núria; Suñer, Clara; Álvarez, Carla; Laporte, Pep; Admella, Pol; Ara, Jordi; Argimon, Josep M.; Casabona, Jordi; Cuatrecasas, Gabriel; Cañadas, Paz; Elizalde-Torrent, Aleix; Fabregat, Robert; Farré, Magí; Forcada, Anna; Flores-Mateo, Gemma; Muntada, Esteve; Nadal, Núria; Narejos, Silvia; Nieto, Aroa; Peñafiel, Judith; Prat, Nuria; Puig, Jordi; Quiñones, Carles; Reyes-Urueña, Juliana; Ramírez-Vilaplana, Ferran; Ruiz, Lidia; Riveira-Muñoz, Eva; Sierra, Alba; Velasco, César; Vivanco-Hidalgo, Rosa Maria; Sentís, Alexis; Clotet, Bonaventura; Vall-Mayans, Martí","-","initial deposit","-"
"Research Square","10.21203/rs.3.rs-44745/v1","1","17/07/2020","The Value of High-flow Nasal Cannula Oxygen Therapy in Treating Patients With Severe Novel Coronavirus Pneumonia","Teng, Xiao-bao; Shen, Ya; Han, Ming-feng; Yang, Gang; Zha, Lei; Shi, Jing-feng","10.1111/eci.13435","initial deposit","CRESS"
"medRxiv","10.1101/2020.07.15.20154310","1","16/07/2020","Observational Study of Chlorpromazine in Hospitalized Patients with Covid-19","Hoertel, N.; Sanchez Rico, M.; Vernet, R.; Jannot, A.-S.; Neuraz, A.; Blanco, C.; Lemogne, C.; Airagnes, G.; Paris, N.; Daniel, C.; Gramfort, A.; Lemaitre, G.; Bernaux, M.; Bellamine, A.; Beeker, N.; Limosin, F.","10.1007/s40261-021-01001-0","publishaheadofprint","CRESS, medRxiv"
"Research Square","10.21203/rs.3.rs-44055/v1","1","16/07/2020","A pragmatic randomized controlled trial reports the efficacy of hydroxychloroquine on coronavirus disease 2019 viral kinetics","Lyngbakken, Magnus Nakrem; Berdal, Jan-Erik; Eskesen, Arne; Kvale, Dag; Olsen, Inge Christoffer; Rueegg, Corina Silvia; Rangberg, Anbjørg; Jonassen, Christine Monceyron; Omland, Torbjørn; Røsjø, Helge; Dalgard, Olav","10.1038/s41467-020-19056-6","initial deposit","CRESS"
"medRxiv","10.1101/2020.07.15.20154534","2","16/07/2020","COVID-19 transmission in the U.S. before vs. after relaxation of state social distancing measures","Tsai, A. C.; Harling, G.; Reynolds, Z. C.; Gilbert, R. F.; Siedner, M. J.","10.1093/cid/ciaa1502","publishaheadofprint","CRESS, crossref, medRxiv"
"medRxiv","10.1101/2020.07.13.20149328","1","15/07/2020","Effects of Tocilizumab in Critically Ill Patients With COVID-19: A Quasi-Experimental Study","Carvalho, V.; Turon, R.; Goncalves, B.; Ceotto, V.; Kurtz, P.; Righy, C.","-","publishaheadofprint","-"
"SSRN Electronic Journal","10.2139/ssrn.3645317","1","15/07/2020","Information and Behavioral Responses during a Pandemic: Evidence from Delays in COVID-19 Death Reports","Gutierrez, Emilio; Rubli, Adrian; Tavares, Tiago","10.1016/j.jdeveco.2021.102774","initial deposit","CRESS"
"SSRN Electronic Journal","10.2139/ssrn.3612127","1","15/07/2020","Human Umbilical Cord-Derived Mesenchymal Stem Cell Therapy in COVID-19 Patients: A Phase 1 Clinical Trial","Meng, Fan-Ping; Xu, Ruo-Nan; Wang, Siyu; Xu, Zhe; Zhang, Chao; Li, Yuanyuan; Yang, Tao; Shi, Lei; Fu, Junliang; Jiang, Tianjun; Huang, Lei; Zhao, Peng; Yuan, Xin; Fan, Xing; Zhang, Ji-Yuan; Song, Jinwen; Zhang, Dawei; Jiao, Yanmei; Liu, Limin; Zhou, Chunbao; Maeurer, Markus; Zumla, Alimuddin; Shi, Ming; Wang, Fu-Sheng","10.1038/s41392-020-00286-5","initial deposit","CRESS"
"medRxiv","10.1101/2020.07.15.20151852","1","15/07/2020","Effect of Hydroxychloroquine in Hospitalized Patients with COVID-19: Preliminary results from a multi-centre, randomized, controlled trial.","Horby, P.; Mafham, M.; Linsell, L.; Bell, J. L.; Staplin, N.; Emberson, J. R.; Wiselka, M.; Ustianowski, A.; Elmahi, E.; Prudon, B.; Whitehouse, A.; Felton, T.; Williams, J.; Faccenda, J.; Underwood, J.; Baillie, J. K.; Chappell, L.; Faust, S. N.; Jaki, T.; Jeffery, K.; Lim, W. S.; Montgomery, A.; Rowan, K.; Tarning, J.; Watson, J. A.; White, N. J.; Juszczak, E.; Haynes, R.; Landray, M. J.","10.1056/nejmoa2022926","publishaheadofprint","CRESS, medRxiv"
"medRxiv","10.1101/2020.07.11.20147793","1","14/07/2020","Low-Dose Whole-Lung Radiation for COVID-19 Pneumonia","Hess, C. B.; Buchwald, Z. S.; Stokes, W.; Nasti, T. H.; Switchenko, J. M.; Weinberg, B. D.; Rouphael, N.; Steinberg, J. P.; Godette, K. D.; Murphy, D. J.; Ahmed, R.; Curran, W. J.; Khan, M. K.","10.1002/cncr.33130, 10.1016/j.ijrobp.2020.09.025, 10.1016/j.ijrobp.2020.12.011, 10.1158/1557-3265.covid-19-po-093","publishaheadofprint","CRESS"
"Research Square","10.21203/rs.3.rs-42600/v1","1","14/07/2020","Auxora Versus Standard of Care for the Treatment of Severe or Critical COVID-19 Pneumonia: Results from a Randomized Controlled Trial","Miller, Joseph; Bruen, Charles; Schnaus, Michael; Zhang, Jeffrey; Ali, Sadia; Lind, April; Stoecker, PharmD Zachary; Stauderman, Kenneth; Hebbar, Sudarshan","10.1186/s13054-020-03220-x","initial deposit","CRESS, crossref"
"medRxiv","10.1101/2020.07.08.20148841","1","10/07/2020","A Multicenter, randomized, open-label, controlled trial to evaluate the efficacy and tolerability of hydroxychloroquine and a retrospective study in adult patients with mild to moderate Coronavirus disease 2019 (COVID-19)","Chen, C.-P.; Lin, Y.-C.; Chen, T.-C.; Tseng, T.-Y.; Wong, H.-L.; Kuo, C.-Y.; Lin, W.-P.; Huang, S.-R.; Wang, W.-Y.; Liao, J.-H.; Liao, C.-S.; Hung, Y.-P.; Lin, T.-H.; Chang, T.-Y.; Hsiao, C.-F.; Huang, Y.-W.; Chung, W.-S.; Cheng, C.-Y.; Cheng, S.-H.","10.1371/journal.pone.0242763","publishaheadofprint","CRESS, crossref, medRxiv"
"Research Square","10.21203/rs.3.rs-40899/v1","1","09/07/2020","Intravenous Immunoglobulin Gamma for Severe Cases of Coronavirus Disease of 2019: A Randomized Placebo-Controlled Double-Blinded Clinical Trial","Gharebaghi, Naser; Nejadrahim, Rahim; Mousavi, Seyed Jalil; Sadat-Ebrahimi, Seyyed-Reza; Hajizadeh, Reza","10.1186/s12879-020-05507-4, 10.1186/s12879-020-05628-w","initial deposit","CRESS, GC, crossref"
"medRxiv","10.1101/2020.07.06.20147470","1","08/07/2020","Chloroquine for treatment of COVID-19 - a pig in a poke?","Bruggemann, R. J. M.; Moes, D. J. A. R.; van Rhee, K. p.; van 't Veer, N. E.; Koch, B. C. P.; van Rossum, M.; Vermeulen Windsant, A.; Reijers, M. H. E.; van Kimmenade, R. R. J.; Rahamat-Langedoen, J.; Rettig, T. C. D.; van Raalte, R.; van Paassen, J.; Polderman, F.; van der Linden, P. D.; Frenzel, T.; de Mast, Q.; Burger, D. M.; Schouten, J.; van de Veerdonk, F.; Pickkers, P.; ter Heine, R.","10.1016/j.ijantimicag.2021.106293","publishaheadofprint","CRESS"
"medRxiv","10.1101/2020.07.07.20145979","1","08/07/2020","Effectiveness of Ivermectin as add-on Therapy in COVID-19 Management (Pilot Trial)","Gorial, F. I.; Mashhadani, S.; Sayaly, H. M.; Dakhil, B. D.; AlMashhadani, M. M.; Aljabory, A. M.; Abbas, , H. M.; Ghanim, M.; Rasheed, J. I.","-","publishaheadofprint","-"
"medRxiv","10.1101/2020.06.28.20141911","1","07/07/2020","Characteristics and outcomes of Acute Respiratory Distress Syndrome related to COVID-19 in Belgian and French Intensive Care Units according to antiviral strategies. The COVADIS multicenter observational study.","Grimaldi, D.; Aissaoui, N.; Blonz, G.; Carbutti, G.; Courcelle, R.; Gaudry, S.; D'Hondt, A.; Higny, J.; Horlait, G.; Hraiech, S.; Lefebvre, L.; Lejeune, F.; Ly, A.; Piagnerelli, M.; Sauneuf, B.; Serck, N.; Soumagne, T.; Szychowiak, P.; Textoris, J.; Vandenbunder, B.; Vinsonneau, C.; Lascarrou, J. B.","10.1186/s13613-020-00751-y","publishaheadofprint","CRESS, crossref, medRxiv"
"medRxiv","10.1101/2020.07.04.20146548","1","07/07/2020","Treatment Response to Hydroxychloroquine and Antibiotics for mild to moderate COVID-19: a retrospective cohort study from South Korea","An, M. H.; Kim, M. S.; park, Y.; Kim, B.-O.; Kang, S. H.; Kimn, W. J.; Park, S. K.; Park, H.-W.; Yang, W.; Jang, J.; Jang, S.; Hwang, T.-H.","-","publishaheadofprint","-"
"medRxiv","10.1101/2020.06.30.20137752","2","06/07/2020","Dual-Histamine Receptor Blockade with Cetirizine - Famotidine Reduces Pulmonary Symptoms in COVID-19 Patients","Hogan, R. B.; Hogan, R. B.; Cannon, T.; Rappi, M.; Studdard, J.; Paul, D.; Dooley, T. P.","10.1016/j.pupt.2020.101942","publishaheadofprint","CRESS, crossref, medRxiv"
"medRxiv","10.1101/2020.07.04.20145334","1","06/07/2020","Global Assessment of the Relationship between Government Response Measures and COVID-19 Deaths","Hale, T.; Hale, A. J.; Kira, B.; Petherick, A.; Phillips, T.; Sridhar, D.; Thompson, R.; Webster, S.; Angrist, N.","10.1371/journal.pone.0253116","publishaheadofprint","CRESS"
"medRxiv","10.1101/2020.07.02.20145565","2","04/07/2020","Efficacy of Corticosteroids in Non-Intensive Care Unit Patients with COVID-19 Pneumonia from the New York Metropolitan region","Majmundar, M.; Kansara, T.; Lenik, J. M.; Park, H.; Ghosh, K.; Doshi, R.; Shah, P.; Kumar, A.; Amin, H.; Chaudhari, S.; Habtes, I.","10.1371/journal.pone.0238827","publishaheadofprint","CRESS, crossref, medRxiv"
"medRxiv","10.1101/2020.06.30.20143289","2","03/07/2020","Hydroxychloroquine has no effect on SARS-CoV-2 load in nasopharynx of patients with mild form of COVID-19","Komissarov, A.; Molodtsov, I.; Ivanova, O.; Maryukhnich, E.; Kudryavtseva, S.; Mazus, A.; Nikonov, E.; Vasilieva, E.","10.1371/journal.pone.0246396","publishaheadofprint","CRESS, crossref, medRxiv"
"medRxiv","10.1101/2020.07.01.20139857","1","03/07/2020","Convalescent Plasma for COVID-19. A randomized clinical trial","Gharbharan, A.; Jordans, C. C. E.; GeurtsvanKessel, C.; den Hollander, J. G.; Karim, F.; Mollema, F. P. N.; Stalenhoef, J. E.; Dofferhoff, A.; Ludwig, I.; Koster, A.; Hassing, R.-J.; Bos, J. C.; van Pottelberge, G. R.; Vlasveld, I. N.; Ammerlaan, H. S. M.; Segarceanu, E.; Miedema, J.; van der Eerden, M.; Papageorgiou, G.; te Broekhorst, P.; Swaneveld, F. H.; Katsikis, P. D.; Mueller, Y.; Okba, N. M. A.; Koopmans, M. P. G.; Haagmans, B. L.; Rokx, C.; Rijnders, B.","10.1038/s41467-021-23469-2","publishaheadofprint","CRESS, crossref, medRxiv"
"medRxiv","10.1101/2020.06.30.20143560","1","02/07/2020","Lockdown measures and relative changes in the age-specific incidence of SARS-CoV-2 in Spain","Martinez de Salazar, P.; Gomez-Barroso, D.; Pampaka, D.; Gil, J. M.; Penalver, B.; Fernandez-Escobar, C.; Lipsitch, M.; Larrauri, A.; Goldstein, E.; Hernan, M.","10.1017/s0950268820002551","publishaheadofprint","CRESS, crossref, medRxiv"
"medRxiv","10.1101/2020.06.24.20133249","3","01/07/2020","Real-world Experience with Favipiravir for Treatment of COVID-19 in Thailand: Results from a Multi-center Observational Study","Rattanaumpawan, P.; Jirajariyavej, S.; Lerdlamyong, K.; Palavutitotai, N.; Saiyarin, J.","10.3390/antibiotics11060805","publishaheadofprint","CRESS, medRxiv"
